ContemporaryWater,Treatment_code,HistoricPlant,HistoricWater,HistoricNitrogen,Strain,Block,Aboveground_biomass,Belowground_biomass,Total_biomass,Leaf_count,Height,Nodule_count,NoduleCounter,Herbivory,Note
Wet,PDC,Present,Dry,Control,Strain251,W6,257,58.9,315.9,2,14,54,MMB,2,
Wet,PDC,Present,Dry,Control,Strain252,W6,186,50.1,236.1,4,9.75,170,MMB,2,
Wet,PDC,Present,Dry,Control,Strain253,W6,220,43.4,263.4,2,10.75,27,MMB,3,
Wet,PDC,Present,Dry,Control,Strain254,W6,388,101.2,489.2,8,16,53,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain255,W6,247,76,323,6,16.25,82,MMB,1,
Wet,PDN,Present,Dry,Nitrogen,Strain256,W6,446,88.5,534.5,8,10,95,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain257,W6,76,29.7,105.7,2,9.5,80,MMB,1,
Wet,PDN,Present,Dry,Nitrogen,Strain258,W6,183,48.5,231.5,3,11.25,78,MMB,1,
Wet,AWC,Absent,Wet,Control,Strain259,W6,189,52.3,241.3,2,12.25,99,MMB,,
Wet,AWC,Absent,Wet,Control,Strain260,W6,376,144.2,520.2,7,14,133,MMB,,
Wet,AWC,Absent,Wet,Control,Strain261,W6,406,106,512,7,14.5,166,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain262,W6,320,56,376,3,12.5,79,MMB,1,
Wet,AWN,Absent,Wet,Nitrogen,Strain263,W6,309,94.2,403.2,3,10.25,50,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain264,W6,334,108.1,442.1,3,12.75,172,KR,3,
Wet,ADC,Absent,Dry,Control,Strain265,W6,311,81.1,392.1,5,12,33,KR,,
Wet,ADC,Absent,Dry,Control,Strain266,W6,141,26,167,4,11.25,41,KR,1,
Wet,ADC,Absent,Dry,Control,Strain267,W6,294,71.5,365.5,4,14.5,98,KR,2,
Wet,ADN,Absent,Dry,Nitrogen,Strain268,W6,240,51.8,291.8,4,10.25,81,KR,2,
Wet,ADN,Absent,Dry,Nitrogen,Strain269,W6,232,59.1,291.1,5,8,77,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain270,W6,264,58.1,322.1,4,13.25,66,KR,1,
Wet,PWC,Present,Wet,Control,Strain271,W6,218,64.9,282.9,4,13.75,67,KR,2,
Wet,PWC,Present,Wet,Control,Strain272,W6,172,30.1,202.1,2,12.5,56,KR,,
Wet,PWC,Present,Wet,Control,Strain273,W6,484,130.2,614.2,6,13,85,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain274,W6,174,36.2,210.2,4,8,81,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain275,W6,239,55.3,294.3,7,6.5,96,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain276,W6,363,81.1,444.1,6,9.25,98,KR,,
Wet,PDC,Present,Dry,Control,Strain277,W6,154,28.4,182.4,3,12,68,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain278,W6,324,90.3,414.3,4,12.25,83,KR,,
Wet,AWC,Absent,Wet,Control,Strain279,W6,383,90.7,473.7,5,13.25,128,KR,,
Wet,AWC,Absent,Wet,Control,Strain280,W6,101,47.2,148.2,4,10.75,95,KR,,
Wet,AWC,Absent,Wet,Control,Strain281,W6,287,96.7,383.7,4,14.25,141,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain282,W6,259,59.7,318.7,5,11.5,79,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain283,W6,308,109.4,417.4,5,12.5,151,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain284,W6,20,6.9,26.9,2,5.25,19,KR,2,
Wet,ADC,Absent,Dry,Control,Strain285,W6,355,116.7,471.7,6,15.5,46,KR,1,
Wet,ADC,Absent,Dry,Control,Strain286,W6,120,35.4,155.4,3,11.5,91,KR,,
Wet,ADC,Absent,Dry,Control,Strain287,W6,335,80.7,415.7,5,13.25,90,KR,,
Wet,PWC,Present,Wet,Control,Strain288,W6,320,77.9,397.9,4,13.75,161,KR,1,
Wet,PWC,Present,Wet,Control,Strain289,W6,,,,,,,,,Germition failure
Wet,PWC,Present,Wet,Control,Strain290,W6,323,67.4,390.4,4,13,80,KR,1,
Wet,PWN,Present,Wet,Nitrogen,Strain291,W6,344,103.6,447.6,6,12,250,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain292,W6,204,60,264,4,12.5,54,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain293,W6,86,28.2,114.2,3,7.25,53,KR,,
Wet,AWC,Absent,Wet,Control,Strain294,W6,216,65.1,281.1,3,12,92,KR,1,
Wet,AWC,Absent,Wet,Control,Strain295,W7,168,39.6,207.6,3,7.75,19,MMB,,
Wet,AWC,Absent,Wet,Control,Strain296,W7,35,8.5,43.5,2,4.5,19,MMB,1,
Wet,AWN,Absent,Wet,Nitrogen,Strain297,W7,298,89.4,387.4,4,10.75,55,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain298,W7,545,122.4,667.4,4,12.75,63,MMB,,
Wet,ADC,Absent,Dry,Control,Strain299,W7,176,44.5,220.5,3,9.75,61,MMB,,
Wet,ADC,Absent,Dry,Control,Strain300,W7,334,68.5,402.5,3,13.25,41,MMB,1,
Wet,ADN,Absent,Dry,Nitrogen,Strain301,W7,316,73.4,389.4,4,13.25,121,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain302,W7,329,86.2,415.2,4,7.25,77,MMB,,
Wet,ADN,Absent,Dry,Nitrogen,Strain303,W7,481,138.2,619.2,6,15,17,MMB,,
Wet,PWC,Present,Wet,Control,Strain304,W7,460,147,607,7,12.25,65,MMB,,
Wet,PWC,Present,Wet,Control,Strain305,W7,250,66.1,316.1,4,11.25,63,MMB,,
Wet,PWC,Present,Wet,Control,Strain306,W7,328,104.2,432.2,4,14,79,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain307,W7,444,88.1,532.1,4,10.75,56,MMB,,
Wet,PWN,Present,Wet,Nitrogen,Strain308,W7,,,,,,,,,Germition failure
Wet,PWN,Present,Wet,Nitrogen,Strain309,W7,546,144.8,690.8,5,12.5,80,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain310,W7,270,73,343,3,10,97,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain311,W7,49,18.4,67.4,2,8,27,MMB,,
Wet,PDN,Present,Dry,Nitrogen,Strain312,W7,142,31.2,173.2,3,10,50,MMB,,
Wet,AWC,Absent,Wet,Control,Strain313,W7,158,37.9,195.9,3,9.75,55,MMB,,
Wet,AWC,Absent,Wet,Control,Strain314,W7,376,107,483,5,10.25,137,MMB,,
Wet,AWC,Absent,Wet,Control,Strain315,W7,301,90.7,391.7,3,11.25,48,MMB,,
Wet,AWC,Absent,Wet,Control,Strain316,W7,526,146.5,672.5,5,12,51,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain317,W7,330,77.2,407.2,4,12,77,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain318,W7,367,109,476,4,10.5,41,MMB,,
Wet,AWN,Absent,Wet,Nitrogen,Strain319,W7,398,113.5,511.5,5,10.75,55,MMB,,
Wet,ADC,Absent,Dry,Control,Strain320,W7,386,84,470,4,14.25,46,MMB,,
Wet,AWC,Absent,Wet,Control,Strain1,W7,,,,,,,,,Germition failure
Wet,AWC,Absent,Wet,Control,Strain2,W7,434,143.4,577.4,5,12.25,167,KR,,
Wet,AWC,Absent,Wet,Control,Strain3,W7,269,103.5,372.5,3,10.75,140,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain4,W7,450,113.3,563.3,7,12,77,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain5,W7,409,101.6,510.6,5,13,54,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain6,W7,129,42.7,171.7,3,12.75,50,KR,,
Wet,ADC,Absent,Dry,Control,Strain7,W7,485,133.9,618.9,7,12.25,95,KR,,
Wet,ADC,Absent,Dry,Control,Strain8,W7,296,99.9,395.9,5,9.75,61,KR,,
Wet,ADC,Absent,Dry,Control,Strain9,W7,165,36.4,201.4,3,10.5,82,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain10,W7,517,146.2,663.2,8,10.25,300,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain11,W7,422,127.1,549.1,6,11,62,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain12,W7,394,123.8,517.8,5,11.5,54,KR,,
Wet,PWC,Present,Wet,Control,Strain13,W7,95,29.2,124.2,3,10.75,79,KR,,
Wet,PWC,Present,Wet,Control,Strain14,W7,409,73.9,482.9,3,12,64,KR,,
Wet,PWC,Present,Wet,Control,Strain15,W7,650,126.9,776.9,6,15.5,152,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain16,W7,199,57.6,256.6,4,8.25,124,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain17,W7,378,95.5,473.5,4,13.5,73,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain18,W7,235,25,260,4,9.75,40,KR,,
Wet,PDC,Present,Dry,Control,Strain19,W7,331,86.2,417.2,4,13,110,KR,,
Wet,PDC,Present,Dry,Control,Strain20,W7,368,104.3,472.3,4,10,107,KR,,
Wet,PDC,Present,Dry,Control,Strain21,W7,135,50.1,185.1,3,10.75,135,KR,,
Wet,PDC,Present,Dry,Control,Strain22,W7,357,90.7,447.7,4,10.75,78,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain23,W7,317,107.1,424.1,4,11.75,70,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain24,W8,240,70.5,310.5,3,7,37,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain25,W8,471,177.8,648.8,4,12.5,99,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain26,W8,436,150.9,586.9,4,13.75,54,KR,,
Wet,AWC,Absent,Wet,Control,Strain27,W8,570,174.6,744.6,6,13.5,159,KR,,
Wet,AWC,Absent,Wet,Control,Strain28,W8,296,83.3,379.3,4,14.25,34,KR,,
Wet,AWC,Absent,Wet,Control,Strain29,W8,430,131.9,561.9,6,12.25,127,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain30,W8,235,78.7,313.7,4,11.75,126,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain31,W8,415,118.3,533.3,5,12.5,70,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain32,W8,661,259.7,920.7,5,14,102,KR,,
Wet,ADC,Absent,Dry,Control,Strain33,W8,359,111.5,470.5,4,14,106,KR,,
Wet,ADC,Absent,Dry,Control,Strain34,W8,400,165.5,565.5,4,11.75,81,KR,,
Wet,ADC,Absent,Dry,Control,Strain35,W8,353,152.6,505.6,4,12,100,KR,,
Wet,PWC,Present,Wet,Control,Strain36,W8,581,21.2,602.2,5,13,64,KR,1,
Wet,PWC,Present,Wet,Control,Strain37,W8,162,62.7,224.7,3,10.75,44,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain38,W8,142,40.4,182.4,3,8.25,132,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain39,W8,469,183.3,652.3,5,13.75,103,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain40,W8,516,200.8,716.8,5,13.75,173,KR,,
Wet,PDC,Present,Dry,Control,Strain41,W8,290,100.5,390.5,3,11.25,71,KR,,
Wet,PDC,Present,Dry,Control,Strain42,W8,370,155.7,525.7,5,12.5,115,KR,,
Wet,PDC,Present,Dry,Control,Strain43,W8,560,121,681,4,15.5,38,KR,,
Wet,PDC,Present,Dry,Control,Strain44,W8,361,80.5,441.5,4,12.25,94,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain45,W8,408,206.6,614.6,5,12,44,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain45,W8,,,,,,,,,Germition failure
Wet,PDN,Present,Dry,Nitrogen,Strain46,W8,341,113.6,454.6,4,13.5,67,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain47,W8,434,157.3,591.3,4,13.25,85,KR,,
Wet,AWC,Absent,Wet,Control,Strain48,W8,629,207.5,836.5,5,11.5,61,KR,,
Wet,AWC,Absent,Wet,Control,Strain49,W8,381,155.6,536.6,4,12,36,KR,,
Wet,AWC,Absent,Wet,Control,Strain50,W8,494,129.2,623.2,4,12.5,49,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain51,W8,348,104.7,452.7,3,13.75,68,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain52,W8,617,184.6,801.6,6,12.5,51,KR,,
Wet,ADC,Absent,Dry,Control,Strain53,W8,280,88.4,368.4,3,12,37,KR,,
Wet,ADC,Absent,Dry,Control,Strain54,W8,392,112.9,504.9,4,12.25,41,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain55,W8,387,135.3,522.3,3,12.75,94,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain56,W8,398,118.6,516.6,7,11.5,59,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain57,W8,290,74,364,4,9,21,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain58,W8,348,96,444,5,8.5,69,KR,,
Wet,PWC,Present,Wet,Control,Strain59,W8,372,104.5,476.5,4,12.75,103,KR,,
Wet,PWC,Present,Wet,Control,Strain60,W8,210,61.3,271.3,3,9.75,34,KR,,
Wet,PWC,Present,Wet,Control,Strain61,W8,55,13.7,68.7,2,4.5,29,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain62,W8,23,5,28,1,2.75,,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain63,W8,554,165.9,719.9,6,13.25,69,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain64,W8,18,5,23,2,4.25,,KR,,
Wet,PDC,Present,Dry,Control,Strain65,W8,403,112.5,515.5,4,12.25,37,KR,,
Wet,PDC,Present,Dry,Control,Strain66,W8,527,91.1,618.1,4,13.75,60,KR,,
Wet,PDC,Present,Dry,Control,Strain67,W8,478,186.2,664.2,6,14,76,KR,,
Wet,PDC,Present,Dry,Control,Strain68,W8,421,131.3,552.3,4,11.75,11,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain69,W8,306,95.1,401.1,2,11,95,KR,1,
Wet,PDN,Present,Dry,Nitrogen,Strain70,W8,302,71.5,373.5,3,8.5,37,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain71,W8,401,142,543,4,11,73,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain72,W8,456,130.8,586.8,3,9,32,KR,1,
Wet,AWC,Absent,Wet,Control,Strain73,W9,201,48.6,249.6,3,8.25,47,KR,,
Wet,AWC,Absent,Wet,Control,Strain74,W9,468,172.5,640.5,6,12.25,103,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain75,W9,633,160.2,793.2,6,14.25,86,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain76,W9,313,46.5,359.5,5,10.5,64,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain77,W9,567,160.3,727.3,7,13,77,KR,,
Wet,ADC,Absent,Dry,Control,Strain78,W9,196,50,246,4,10.5,61,KR,,
Wet,ADC,Absent,Dry,Control,Strain79,W9,390,93.7,483.7,4,12.25,73,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain80,W9,243,50.6,293.6,3,11.25,134,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain81,W9,449,109.7,558.7,6,12.25,113,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain82,W9,376,68.9,444.9,4,15,125,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain83,W9,333,95.2,428.2,4,12.25,56,KR,,
Wet,PWC,Present,Wet,Control,Strain84,W9,,,,,,,,,Germition failure
Wet,PWC,Present,Wet,Control,Strain85,W9,289,77.1,366.1,5,11.75,107,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain86,W9,287,78.8,365.8,4,10.5,78,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain87,W9,430,119.2,549.2,4,10.5,91,KR,,
Wet,PDC,Present,Dry,Control,Strain88,W9,221,62,283,4,11.75,59,KR,,
Wet,PDC,Present,Dry,Control,Strain89,W9,442,90.1,532.1,5,12.25,99,KR,,
Wet,PDC,Present,Dry,Control,Strain90,W9,396,94.5,490.5,4,10.25,44,KR,,
Wet,PDC,Present,Dry,Control,Strain91,W9,508,142.9,650.9,6,12,43,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain92,W9,217,46.9,263.9,4,10.25,48,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain93,W9,650,139.4,789.4,5,15.25,57,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain94,W9,609,118.8,727.8,4,15.25,80,KR,,
Wet,AWC,Absent,Wet,Control,Strain95,W9,333,62.2,395.2,4,7.75,22,KR,,
Wet,AWC,Absent,Wet,Control,Strain96,W9,296,64.2,360.2,3,8,39,KR,,
Wet,AWC,Absent,Wet,Control,Strain97,W9,359,82.7,441.7,5,12.25,177,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain98,W9,502,132.9,634.9,5,14.5,114,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain99,W9,142,102.5,244.5,6,14.75,63,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain100,W9,383,112.1,495.1,4,12.75,61,KR,,
Wet,ADC,Absent,Dry,Control,Strain101,W9,305,103.4,408.4,3,12,63,KR,,
Wet,ADC,Absent,Dry,Control,Strain102,W9,374,77.4,451.4,6,11.5,37,KR,,
Wet,ADC,Absent,Dry,Control,Strain103,W9,329,103.6,432.6,4,11.75,46,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain104,W9,355,120.6,475.6,6,11.25,51,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain105,W9,335,121.1,456.1,4,13.75,27,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain106,W9,189,59.6,248.6,4,10,175,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain107,W9,380,97.6,477.6,4,10,63,KR,,
Wet,PWC,Present,Wet,Control,Strain108,W9,465,111.5,576.5,8,15,58,KR,,
Wet,PWC,Present,Wet,Control,Strain109,W9,387,111.3,498.3,8,11.5,116,KR,,
Wet,PWC,Present,Wet,Control,Strain110,W9,436,140.5,576.5,6,12,73,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain111,W9,342,77.5,419.5,4,10.5,67,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain112,W9,330,93,423,5,10.75,78,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain113,W9,455,125.5,580.5,7,13.25,108,KR,,
Wet,PDC,Present,Dry,Control,Strain114,W9,331,72.2,403.2,4,14.75,85,KR,,
Wet,PDC,Present,Dry,Control,Strain115,W9,499,145.6,644.6,8,12.75,168,KR,,
Wet,PDC,Present,Dry,Control,Strain116,W9,405,134.2,539.2,11,10.25,18,KR,,
Wet,PDC,Present,Dry,Control,Strain117,W9,434,158,592,6,10.75,101,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain118,W9,312,71.2,383.2,3,12.75,123,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain119,W9,380,113.1,493.1,5,12,110,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain120,W9,368,115.5,483.5,6,14,85,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain121,W9,460,126.7,586.7,4,13.25,40,KR,,
Wet,AWC,Absent,Wet,Control,Strain122,W10,444,108.7,552.7,6,11,45,KR,,
Wet,AWC,Absent,Wet,Control,Strain123,W10,161,50.6,211.6,5,11,78,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain124,W10,391,88.6,479.6,5,14,54,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain125,W10,276,72.3,348.3,4,14,25,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain126,W10,363,95.2,458.2,6,12.25,48,KR,,
Wet,ADC,Absent,Dry,Control,Strain127,W10,156,41.4,197.4,3,10.5,53,KR,,
Wet,ADC,Absent,Dry,Control,Strain128,W10,239,80.8,319.8,4,12.25,113,KR,,
Wet,ADC,Absent,Dry,Control,Strain129,W10,287,84.1,371.1,4,11.5,74,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain130,W10,284,99.1,383.1,4,12.25,88,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain131,W10,341,87.4,428.4,7,15,56,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain132,W10,157,48.3,205.3,5,10.75,159,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain133,W10,427,96.6,523.6,4,16,57,KR,,
Wet,PWC,Present,Wet,Control,Strain134,W10,463,98.5,561.5,5,16.5,72,KR,,
Wet,PWC,Present,Wet,Control,Strain135,W10,519,104.3,623.3,7,12.5,35,KR,,
Wet,PWC,Present,Wet,Control,Strain136,W10,264,68.9,332.9,4,12.75,139,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain137,W10,180,57.6,237.6,4,13,208,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain138,W10,367,91.2,458.2,9,12.5,28,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain139,W10,343,89.4,432.4,7,12.75,173,KR,,
Wet,PDC,Present,Dry,Control,Strain140,W10,296,56.3,352.3,4,15.25,44,KR,,
Wet,PDC,Present,Dry,Control,Strain141,W10,343,71.2,414.2,5,15.75,110,KR,,
Wet,PDC,Present,Dry,Control,Strain142,W10,218,56.3,274.3,5,13.5,59,KR,,
Wet,PDC,Present,Dry,Control,Strain143,W10,171,39,210,4,15.75,17,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain144,W10,230,49,279,5,15.75,118,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain145,W10,275,75,350,9,15.25,192,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain146,W10,421,104.4,525.4,5,16,46,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain147,W10,164,31.7,195.7,4,13.25,39,KR,,
Wet,AWC,Absent,Wet,Control,Strain148,W10,385,86.2,471.2,4,16,23,KR,,
Wet,AWC,Absent,Wet,Control,Strain149,W10,152,45.1,197.1,3,11.25,53,KR,,
Wet,AWC,Absent,Wet,Control,Strain150,W10,516,138.5,654.5,7,11.5,86,KR,,
Wet,ADC,Absent,Dry,Control,Strain151,W10,192,55.5,247.5,4,11,52,KR,,
Wet,ADC,Absent,Dry,Control,Strain152,W10,342,103,445,5,14.25,69,KR,,
Wet,ADC,Absent,Dry,Control,Strain153,W10,320,63.9,383.9,4,13.75,135,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain154,W10,204,40.5,244.5,3,8.75,112,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain155,W10,395,97.9,492.9,4,11.25,125,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain156,W10,258,71.4,329.4,4,10,82,KR,,
Wet,PWC,Present,Wet,Control,Strain157,W10,476,97.4,573.4,5,13.5,91,KR,,
Wet,PWC,Present,Wet,Control,Strain158,W10,210,29.3,239.3,3,10.25,72,KR,,
Wet,PWC,Present,Wet,Control,Strain159,W10,,,,,,,,,Germition failure
Wet,PWN,Present,Wet,Nitrogen,Strain160,W10,180,45.8,225.8,4,10.75,39,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain161,W10,461,83.1,544.1,6,12.75,35,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain162,W10,331,80.8,411.8,3,12,144,KR,,
Wet,PDC,Present,Dry,Control,Strain163,W10,528,153.2,681.2,5,13.75,63,KR,,
Wet,PDC,Present,Dry,Control,Strain164,W10,153,39.2,192.2,3,11.75,36,KR,,
Wet,PDC,Present,Dry,Control,Strain165,W10,412,94.1,506.1,3,15,48,KR,1,
Wet,PDC,Present,Dry,Control,Strain166,W10,478,103.8,581.8,5,14.75,53,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain167,W10,248,60.7,308.7,3,11.75,56,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain168,W10,400,95.9,495.9,5,11.75,78,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain169,W10,312,70.3,382.3,4,14.25,68,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain170,W10,398,102.7,500.7,5,11,49,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain171,W11,204,38.2,242.2,4,13.75,72,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain172,W11,178,69.2,247.2,4,12,36,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain173,W11,508,162.8,670.8,5,16.25,103,KR,,
Wet,ADC,Absent,Dry,Control,Strain174,W11,292,86.2,378.2,4,14,206,KR,,
Wet,ADC,Absent,Dry,Control,Strain175,W11,407,163.8,570.8,4,14.25,89,KR,,
Wet,ADC,Absent,Dry,Control,Strain176,W11,250,72.5,322.5,3,14.75,48,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain177,W11,199,74.9,273.9,3,13.5,173,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain178,W11,261,102.4,363.4,4,12.25,122,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain179,W11,333,117.4,450.4,4,10.75,37,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain179,W11,,,,,,,,,Germition failure
Wet,PWC,Present,Wet,Control,Strain180,W11,357,92.2,449.2,7,14.25,214,KR,,
Wet,PWC,Present,Wet,Control,Strain181,W11,834,173,1007,13,15.25,142,KR,,
Wet,PWC,Present,Wet,Control,Strain182,W11,233,68.5,301.5,3,11.25,124,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain183,W11,422,107.6,529.6,5,12,124,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain184,W11,280,84.6,364.6,3,11.75,85,KR,,
Wet,PWN,Present,Wet,Nitrogen,Strain185,W11,433,105.5,538.5,7,11.75,123,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain186,W11,352,78.7,430.7,4,11.75,50,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain187,W11,482,128.9,610.9,6,12.5,99,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain188,W11,231,46.3,277.3,3,13,128,KR,,
Wet,PDN,Present,Dry,Nitrogen,Strain189,W11,395,90,485,4,10.75,54,KR,,
Wet,AWC,Absent,Wet,Control,Strain190,W11,188,53.5,241.5,3,10.25,113,KR,,
Wet,AWC,Absent,Wet,Control,Strain191,W11,431,124.8,555.8,5,13.5,34,KR,,
Wet,AWC,Absent,Wet,Control,Strain192,W11,481,158.5,639.5,4,13,110,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain193,W11,250,97.2,347.2,4,9.75,88,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain194,W11,469,150,619,5,14.25,151,KR,,
Wet,AWN,Absent,Wet,Nitrogen,Strain195,W11,372,110.2,482.2,4,12.5,59,KR,,
Wet,ADC,Absent,Dry,Control,Strain196,W11,385,87.6,472.6,5,16,122,KR,,
Wet,ADC,Absent,Dry,Control,Strain197,W11,554,165.3,719.3,7,14.25,85,KR,,
Wet,ADC,Absent,Dry,Control,Strain198,W11,272,100.1,372.1,3,11,150,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain199,W11,297,72.7,369.7,4,12,63,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain200,W11,354,144.1,498.1,5,11,85,KR,,
Wet,ADN,Absent,Dry,Nitrogen,Strain201,W11,283,75.9,358.9,5,10,58,KR,,
Wet,PWC,Present,Wet,Control,Strain202,W11,400,110.5,510.5,4,14.25,115,KR,,
