ContemporaryWater,Treatment_code,HistoricPlant,HistoricWater,HistoricNitrogen,Strain,Block,Aboveground_biomass,Belowground_biomass,Total_biomass,Leaf_count,Height,Nodule_count,NoduleCounter,Herbivory,Note
Dry,PDC,Present,Dry,Control,Strain22,D14,112,72.3,184.3,4,6.25,58,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain23,D14,131,70.2,201.2,4,8.75,46,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain24,D14,108,53.5,161.5,4,4.75,15,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain25,D14,73,55.1,128.1,3,5.25,35,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain26,D14,69,44.3,113.3,3,4,41,KR,,
Dry,AWC,Absent,Wet,Control,Strain27,D14,68,50.1,118.1,2,7.5,37,KR,,
Dry,AWC,Absent,Wet,Control,Strain28,D14,83,79,162,4,4.25,33,KR,,
Dry,AWC,Absent,Wet,Control,Strain29,D14,68,49,117,4,4.75,18,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain30,D14,90,61.1,151.1,4,6.25,16,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain31,D14,,,,,,,,,Germition failure
Dry,AWN,Absent,Wet,Nitrogen,Strain32,D14,114,69.3,183.3,4,6.25,28,KR,,
Dry,ADC,Absent,Dry,Control,Strain33,D14,93,72.5,165.5,4,3.5,41,KR,,
Dry,ADC,Absent,Dry,Control,Strain34,D14,55,62.1,117.1,3,5.5,26,KR,,
Dry,ADC,Absent,Dry,Control,Strain35,D14,121,105.4,226.4,5,5.5,17,KR,,
Dry,PWC,Present,Wet,Control,Strain36,D14,99,50.9,149.9,3,6.75,35,KR,,
Dry,PWC,Present,Wet,Control,Strain37,D14,59,41.7,100.7,4,7.75,50,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain38,D14,77,43.4,120.4,4,6.25,25,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain39,D14,89,37.8,126.8,4,5.5,28,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain40,D14,86,40.9,126.9,4,6.5,62,KR,,
Dry,PDC,Present,Dry,Control,Strain41,D14,45,23.7,68.7,3,6.25,23,KR,,
Dry,PDC,Present,Dry,Control,Strain42,D14,88,35.7,123.7,4,6.25,61,KR,,
Dry,PDC,Present,Dry,Control,Strain43,D14,116,66.5,182.5,4,6.25,31,KR,,
Dry,PDC,Present,Dry,Control,Strain44,D14,111,61.1,172.1,4,7.25,43,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain45,D14,121,68.8,189.8,4,7.25,56,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain46,D14,94,48.2,142.2,4,5.75,45,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain47,D15,113,46.3,159.3,4,6.75,26,KR,,
Dry,AWC,Absent,Wet,Control,Strain48,D15,98,41.2,139.2,4,6.5,30,KR,,
Dry,AWC,Absent,Wet,Control,Strain49,D15,114,48.4,162.4,4,7.5,17,KR,,
Dry,AWC,Absent,Wet,Control,Strain50,D15,80,55.4,135.4,4,4.75,43,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain51,D15,103,46.9,149.9,5,7.75,37,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain52,D15,94,53,147,5,5,31,KR,,
Dry,ADC,Absent,Dry,Control,Strain53,D15,88,48,136,4,5.5,25,KR,,
Dry,ADC,Absent,Dry,Control,Strain54,D15,75,69,144,4,4.5,91,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain55,D15,81,61.7,142.7,3,4.5,21,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain56,D15,146,66.3,212.3,4,6.25,42,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain57,D15,90,46.9,136.9,4,5.5,34,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain58,D15,69,66.1,135.1,4,4.5,37,KR,,
Dry,PWC,Present,Wet,Control,Strain59,D15,92,31.5,123.5,4,6,8,KR,,
Dry,PWC,Present,Wet,Control,Strain60,D15,76,37.8,113.8,4,6,31,KR,,
Dry,PWC,Present,Wet,Control,Strain61,D15,89,57.8,146.8,3,4.25,26,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain62,D15,81,42.1,123.1,4,5,25,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain63,D15,103,48.8,151.8,4,5,38,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain64,D15,91,57.5,148.5,4,6.5,115,KR,,
Dry,PDC,Present,Dry,Control,Strain65,D15,111,55.7,166.7,4,7,21,KR,,
Dry,PDC,Present,Dry,Control,Strain66,D15,71,47.5,118.5,4,5,14,KR,,
Dry,PDC,Present,Dry,Control,Strain67,D15,117,50.4,167.4,4,8,46,KR,,
Dry,PDC,Present,Dry,Control,Strain68,D15,128,51.8,179.8,4,5,40,KR,1,
Dry,PDN,Present,Dry,Nitrogen,Strain69,D15,112,55.2,167.2,6,5.5,82,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain70,D15,107,61.7,168.7,4,6,35,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain71,D15,98,56.4,154.4,4,4.75,32,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain72,D15,113,55.9,168.9,4,5,22,KR,,
Dry,AWC,Absent,Wet,Control,Strain73,D15,107,48.9,155.9,4,5.75,35,KR,,
Dry,AWC,Absent,Wet,Control,Strain74,D15,90,44.2,134.2,2,7.5,35,KR,1,
Dry,AWN,Absent,Wet,Nitrogen,Strain75,D15,109,57.2,166.2,4,6,69,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain76,D15,90,57.9,147.9,4,4.5,75,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain77,D15,78,47.6,125.6,3,4.75,13,KR,,
Dry,ADC,Absent,Dry,Control,Strain78,D15,46,20.1,66.1,2,4.75,12,KR,2,
Dry,ADC,Absent,Dry,Control,Strain79,D15,93,56.8,149.8,4,5.75,42,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain80,D15,75,43,118,4,4.5,35,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain81,D15,114,64.4,178.4,4,5.5,23,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain82,D15,81,32.4,113.4,3,4.75,11,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain83,D15,107,53.6,160.6,3,6,43,KR,,
Dry,PWC,Present,Wet,Control,Strain84,D15,99,53,152,4,6,24,KR,,
Dry,PWC,Present,Wet,Control,Strain85,D15,70,42.3,112.3,4,3,34,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain86,D15,115,54.4,169.4,3,7,73,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain87,D15,100,48.1,148.1,4,6.5,26,KR,,
Dry,PDC,Present,Dry,Control,Strain88,D15,106,47.5,153.5,4,7.5,19,KR,,
Dry,PDC,Present,Dry,Control,Strain89,D15,75,47.4,122.4,3,5,39,KR,,
Dry,PDC,Present,Dry,Control,Strain90,D15,123,46.3,169.3,4,7.5,44,KR,,
Dry,PDC,Present,Dry,Control,Strain91,D15,135,70.1,205.1,4,7.5,28,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain92,D15,100,53.6,153.6,4,7,20,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain93,D15,121,54.2,175.2,4,7.5,36,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain94,D15,73,25.1,98.1,3,8.5,17,KR,,
Dry,AWC,Absent,Wet,Control,Strain95,D15,110,41.5,151.5,5,6.5,30,KR,,
Dry,AWC,Absent,Wet,Control,Strain96,D16,52,31.4,83.4,3,5.5,16,KR,,
Dry,AWC,Absent,Wet,Control,Strain97,D16,77,45.3,122.3,4,5.5,79,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain98,D16,90,53.2,143.2,4,4.5,27,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain99,D16,80,39,119,4,6.25,40,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain100,D16,87,22.7,109.7,4,5.5,44,KR,,
Dry,ADC,Absent,Dry,Control,Strain101,D16,40,16.4,56.4,,3,22,KR,,Missing leaf data
Dry,ADC,Absent,Dry,Control,Strain102,D16,,,,,,,,,Germition failure
Dry,ADC,Absent,Dry,Control,Strain103,D16,85,54.3,139.3,4,5.5,23,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain104,D16,76,40,116,5,4.25,58,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain105,D16,83,36.9,119.9,4,5.5,10,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain106,D16,91,59.8,150.8,6,4.75,69,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain107,D16,75,40.2,115.2,4,4.5,72,KR,,
Dry,PWC,Present,Wet,Control,Strain108,D16,55,26,81,4,5,24,KR,,
Dry,PWC,Present,Wet,Control,Strain109,D16,45,18.8,63.8,3,3.75,34,KR,,
Dry,PWC,Present,Wet,Control,Strain110,D16,66,19.4,85.4,2,5.25,10,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain111,D16,64,36.1,100.1,2,5.5,12,KR,1,
Dry,PWN,Present,Wet,Nitrogen,Strain112,D16,129,58.2,187.2,4,6,56,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain113,D16,75,25.5,100.5,3,6.75,31,KR,,
Dry,PDC,Present,Dry,Control,Strain114,D16,96,54.9,150.9,5,4.5,31,KR,,
Dry,PDC,Present,Dry,Control,Strain115,D16,81,49.1,130.1,4,4.5,35,KR,,
Dry,PDC,Present,Dry,Control,Strain116,D16,69,28.4,97.4,3,6.25,18,KR,,
Dry,PDC,Present,Dry,Control,Strain117,D16,,,,,,,,,Germition failure
Dry,PDN,Present,Dry,Nitrogen,Strain118,D16,77,38.3,115.3,4,5.75,33,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain119,D16,53,19.2,72.2,3,6.75,14,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain120,D16,115,43.5,158.5,3,5.75,26,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain121,D16,76,49.4,125.4,4,4.25,30,KR,,
Dry,AWC,Absent,Wet,Control,Strain122,D16,43,33.3,76.3,3,3.25,24,KR,,
Dry,AWC,Absent,Wet,Control,Strain123,D16,53,19.5,72.5,4,4.5,8,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain124,D16,73,41.7,114.7,3,6.5,16,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain125,D16,106,56.7,162.7,4,5,23,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain126,D16,76,39.8,115.8,2,7.25,25,KR,1,
Dry,ADC,Absent,Dry,Control,Strain127,D16,89,40.4,129.4,3,6.75,12,KR,,
Dry,ADC,Absent,Dry,Control,Strain128,D16,82,45,127,3,5.5,32,KR,,
Dry,ADC,Absent,Dry,Control,Strain129,D16,84,49.6,133.6,4,5.25,30,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain130,D16,60,31.8,91.8,4,4.5,29,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain131,D16,55,30.9,85.9,3,4.5,21,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain132,D16,66,40.8,106.8,4,5.25,32,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain133,D16,98,48.9,146.9,4,6.25,39,KR,,
Dry,PWC,Present,Wet,Control,Strain134,D16,56,33.3,89.3,3,4.5,34,KR,,
Dry,PWC,Present,Wet,Control,Strain135,D16,68,39.3,107.3,4,4.75,16,KR,,
Dry,PWC,Present,Wet,Control,Strain136,D16,60,31.9,91.9,4,5,35,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain137,D16,51,35.1,86.1,4,4.5,34,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain138,D16,85,37.6,122.6,4,5.5,40,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain139,D16,75,45.1,120.1,4,5.5,34,KR,,
Dry,PDC,Present,Dry,Control,Strain140,D16,33,15.3,48.3,3,4.25,21,KR,,
Dry,PDC,Present,Dry,Control,Strain141,D16,51,23.7,74.7,4,4.5,15,KR,,
Dry,PDC,Present,Dry,Control,Strain142,D16,61,18.2,79.2,4,6,32,KR,,
Dry,PDC,Present,Dry,Control,Strain143,D16,40,15.7,55.7,2,5,15,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain144,D16,57,35.5,92.5,3,3.25,24,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain145,D17,66,15.8,81.8,4,6,29,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain146,D17,39,10.3,49.3,4,3.5,15,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain147,D17,66,26,92,4,6,43,KR,,
Dry,AWC,Absent,Wet,Control,Strain148,D17,64,17.1,81.1,4,5.75,27,KR,,
Dry,AWC,Absent,Wet,Control,Strain149,D17,52,18.4,70.4,3,5.5,15,KR,,
Dry,AWC,Absent,Wet,Control,Strain150,D17,93,26.1,119.1,4,7.5,13,KR,,
Dry,ADC,Absent,Dry,Control,Strain151,D17,62,28.2,90.2,4,5.75,26,KR,,
Dry,ADC,Absent,Dry,Control,Strain152,D17,56,37.9,93.9,3,5.5,30,KR,,
Dry,ADC,Absent,Dry,Control,Strain153,D17,78,20,98,4,5.75,26,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain154,D17,54,17.4,71.4,4,5,48,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain155,D17,78,20.4,98.4,4,7,23,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain156,D17,52,27.3,79.3,3,7,3,KR,,
Dry,PWC,Present,Wet,Control,Strain157,D17,58,25.7,83.7,4,6.75,30,KR,,
Dry,PWC,Present,Wet,Control,Strain158,D17,96,46.4,142.4,4,6,51,KR,,
Dry,PWC,Present,Wet,Control,Strain159,D17,50,21.1,71.1,4,6.5,113,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain160,D17,44,10.4,54.4,3,6.25,10,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain161,D17,68,18.9,86.9,3,6.75,22,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain162,D17,41,18.4,59.4,4,4.5,25,KR,,
Dry,PDC,Present,Dry,Control,Strain163,D17,100,34.7,134.7,4,8,37,KR,,
Dry,PDC,Present,Dry,Control,Strain164,D17,88,24.2,112.2,4,8,40,KR,,
Dry,PDC,Present,Dry,Control,Strain165,D17,86,27.8,113.8,4,6.5,60,KR,,
Dry,PDC,Present,Dry,Control,Strain166,D17,64,29.9,93.9,4,5.25,35,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain167,D17,60,13.4,73.4,4,6.25,19,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain168,D17,71,29.1,100.1,4,6.25,38,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain169,D17,50,18.7,68.7,3,6.5,24,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain170,D17,114,42.4,156.4,4,7.5,16,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain171,D17,72,23.9,95.9,4,7,26,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain172,D17,48,12.5,60.5,3,6,20,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain173,D17,27,17.6,44.6,2,4.25,56,KR,,
Dry,ADC,Absent,Dry,Control,Strain174,D17,46,11.1,57.1,2,6.25,23,KR,,
Dry,ADC,Absent,Dry,Control,Strain175,D17,69,25.6,94.6,4,7,18,KR,,
Dry,ADC,Absent,Dry,Control,Strain176,D17,74,24.6,98.6,4,5.25,14,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain177,D17,91,26.1,117.1,4,5.75,20,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain178,D17,71,21.9,92.9,3,7,11,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain179,D17,112,25.9,137.9,4,6.25,26,KR,,
Dry,PWC,Present,Wet,Control,Strain180,D17,59,14.2,73.2,3,6.75,28,KR,,
Dry,PWC,Present,Wet,Control,Strain181,D17,65,21.9,86.9,4,5.25,43,KR,,
Dry,PWC,Present,Wet,Control,Strain182,D17,75,36.9,111.9,4,6.5,27,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain183,D17,37,14,51,3,5,9,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain184,D17,80,29.7,109.7,4,7,36,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain185,D17,70,19.6,89.6,4,8.75,21,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain186,D17,98,28.4,126.4,4,7,45,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain187,D17,68,19.7,87.7,4,7.25,37,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain188,D17,93,38.7,131.7,5,6,23,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain189,D17,76,29.6,105.6,4,7.75,13,KR,,
Dry,AWC,Absent,Wet,Control,Strain190,D17,60,24.8,84.8,4,4.75,24,KR,,
Dry,AWC,Absent,Wet,Control,Strain191,D17,59,24.7,83.7,4,6,43,KR,,
Dry,AWC,Absent,Wet,Control,Strain192,D17,68,15.5,83.5,4,6,15,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain193,D17,66,16.5,82.5,4,6,20,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain194,D18,52,27.1,79.1,3,4.75,49,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain195,D18,34,23.1,57.1,2,5.25,32,KR,,
Dry,ADC,Absent,Dry,Control,Strain196,D18,72,45.4,117.4,3,3.5,19,KR,,
Dry,ADC,Absent,Dry,Control,Strain197,D18,41,29.5,70.5,3,4,29,KR,,
Dry,ADC,Absent,Dry,Control,Strain198,D18,66,46.1,112.1,4,6,35,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain199,D18,83,40.4,123.4,4,5.25,29,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain200,D18,62,38.8,100.8,4,5.25,32,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain201,D18,69,33.1,102.1,3,5.5,20,KR,,
Dry,PWC,Present,Wet,Control,Strain202,D18,85,59.6,144.6,4,5.5,32,KR,,
Dry,PWC,Present,Wet,Control,Strain203,D18,55,38.5,93.5,2,5.75,26,KR,1,
Dry,PWC,Present,Wet,Control,Strain204,D18,108,57.2,165.2,4,6,58,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain205,D18,50,28,78,3,5.5,18,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain206,D18,93,51.9,144.9,3,6.5,28,KR,,
Dry,PDC,Present,Dry,Control,Strain207,D18,62,39.4,101.4,3,4,30,KR,,
Dry,PDC,Present,Dry,Control,Strain208,D18,57,22.6,79.6,,6.75,13,KR,,Missing leaf data
Dry,PDC,Present,Dry,Control,Strain209,D18,66,39,105,4,5,24,KR,,
Dry,PDC,Present,Dry,Control,Strain210,D18,95,51.4,146.4,4,6.5,20,KR,,
Dry,PDC,Present,Dry,Control,Strain211,D18,86,57.5,143.5,3,4.75,31,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain212,D18,37,23,60,2,4.5,36,KR,,
Dry,AWC,Absent,Wet,Control,Strain213,D18,52,36.3,88.3,3,4.5,17,KR,,
Dry,AWC,Absent,Wet,Control,Strain214,D18,69,51.9,120.9,4,5.75,26,KR,,
Dry,AWC,Absent,Wet,Control,Strain215,D18,101,62.9,163.9,4,5.5,46,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain216,D18,86,51.8,137.8,3,4.75,47,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain217,D18,67,63.5,130.5,4,6.5,33,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain218,D18,65,31.5,96.5,3,5.5,44,KR,,
Dry,ADC,Absent,Dry,Control,Strain219,D18,85,34.7,119.7,3,6.75,20,KR,,
Dry,ADC,Absent,Dry,Control,Strain220,D18,74,42.8,116.8,4,4.5,43,KR,,
Dry,ADC,Absent,Dry,Control,Strain221,D18,61,27.5,88.5,3,4.5,14,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain222,D18,87,34.7,121.7,4,4.75,23,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain223,D18,92,47.3,139.3,3,6.5,32,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain224,D18,59,41.5,100.5,3,5.75,14,KR,,
Dry,PWC,Present,Wet,Control,Strain225,D18,61,54,115,4,3.75,115,KR,,
Dry,PWC,Present,Wet,Control,Strain226,D18,104,69.7,173.7,4,5.75,61,KR,,
Dry,PWC,Present,Wet,Control,Strain227,D18,67,60.2,127.2,4,5,48,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain228,D18,101,38.6,139.6,4,8,19,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain229,D18,,,,,,,,,Germition failure
Dry,PWN,Present,Wet,Nitrogen,Strain230,D18,42,26.3,68.3,3,4.5,27,KR,,
Dry,PDC,Present,Dry,Control,Strain231,D18,74,58.7,132.7,3,4,20,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain232,D18,78,44.5,122.5,4,6,59,KR,,
Dry,AWC,Absent,Wet,Control,Strain233,D18,73,41.5,114.5,4,5.75,30,KR,,
Dry,AWC,Absent,Wet,Control,Strain234,D18,60,35.8,95.8,3,5,19,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain235,D18,61,49.9,110.9,3,5,18,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain236,D18,46,24.1,70.1,3,6,12,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain237,D18,82,44.8,126.8,4,7.25,64,KR,,
Dry,ADC,Absent,Dry,Control,Strain238,D18,101,39.2,140.2,4,5.75,19,KR,,
Dry,ADC,Absent,Dry,Control,Strain239,D18,73,61,134,3,5.75,42,KR,,
Dry,ADC,Absent,Dry,Control,Strain240,D18,67,34.1,101.1,4,4.5,37,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain241,D18,68,18.9,86.9,4,7,17,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain242,D18,63,32.3,95.3,3,5.5,17,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain243,D19,83,26.1,109.1,4,6.25,37,KR,,
Dry,PWC,Present,Wet,Control,Strain244,D19,75,31.9,106.9,4,6.25,36,KR,,
Dry,PWC,Present,Wet,Control,Strain245,D19,64,23.4,87.4,3,6.5,43,KR,,
Dry,PWC,Present,Wet,Control,Strain246,D19,115,59.1,174.1,4,6,35,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain247,D19,64,22.4,86.4,2,7.75,17,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain248,D19,94,36.5,130.5,4,6.5,15,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain249,D19,82,36.8,118.8,4,7,22,KR,,
Dry,PDC,Present,Dry,Control,Strain250,D19,86,35.8,121.8,3,6,21,KR,,
Dry,PDC,Present,Dry,Control,Strain251,D19,84,29.5,113.5,3,8.5,27,KR,,
Dry,PDC,Present,Dry,Control,Strain252,D19,78,27.1,105.1,4,6.5,51,KR,,
Dry,PDC,Present,Dry,Control,Strain253,D19,63,25.9,88.9,3,6.5,17,KR,,
Dry,PDC,Present,Dry,Control,Strain254,D19,111,31.8,142.8,3,7.5,32,KR,1,
Dry,PDN,Present,Dry,Nitrogen,Strain255,D19,79,31.3,110.3,4,6.5,25,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain256,D19,77,26.8,103.8,4,6,33,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain257,D19,72,29.2,101.2,4,5,23,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain258,D19,63,34.5,97.5,4,7.5,31,KR,,
Dry,AWC,Absent,Wet,Control,Strain259,D19,107,48.9,155.9,3,7.5,23,KR,,
Dry,AWC,Absent,Wet,Control,Strain260,D19,81,22,103,4,6,10,KR,,
Dry,AWC,Absent,Wet,Control,Strain261,D19,88,29.3,117.3,4,6.5,18,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain262,D19,103,56,159,4,5,46,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain263,D19,,,,,,,,,Germition failure
Dry,AWN,Absent,Wet,Nitrogen,Strain264,D19,83,34.9,117.9,3,7.5,17,KR,,
Dry,ADC,Absent,Dry,Control,Strain265,D19,112,36.6,148.6,4,7,25,KR,,
Dry,ADC,Absent,Dry,Control,Strain266,D19,93,50.8,143.8,4,6.5,31,KR,,
Dry,ADC,Absent,Dry,Control,Strain267,D19,99,51.2,150.2,5,5.75,59,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain268,D19,85,36.6,121.6,4,6.5,31,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain269,D19,86,43,129,4,6.76,27,KR,,
Dry,ADN,Absent,Dry,Nitrogen,Strain270,D19,75,33.2,108.2,4,5.75,26,KR,,
Dry,PWC,Present,Wet,Control,Strain271,D19,78,22,100,4,5.75,31,KR,,
Dry,PWC,Present,Wet,Control,Strain272,D19,104,46.1,150.1,4,7.5,29,KR,,
Dry,PWC,Present,Wet,Control,Strain273,D19,86,29.8,115.8,4,7.75,30,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain274,D19,97,31.7,128.7,4,6.25,17,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain275,D19,49,22.3,71.3,3,6.5,12,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain276,D19,65,26.9,91.9,3,5.5,29,KR,,
Dry,PDC,Present,Dry,Control,Strain277,D19,103,20.2,123.2,4,9.75,14,KR,,
Dry,PDN,Present,Dry,Nitrogen,Strain278,D19,44,13.7,57.7,3,5.5,11,KR,,
Dry,AWC,Absent,Wet,Control,Strain279,D19,85,38,123,4,5.75,60,KR,,
Dry,AWC,Absent,Wet,Control,Strain280,D19,65,23.5,88.5,3,7,24,KR,,
Dry,AWC,Absent,Wet,Control,Strain281,D19,102,36.8,138.8,4,6,37,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain282,D19,87,36.6,123.6,3,4,24,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain283,D19,85,32.4,117.4,4,8.75,21,KR,,
Dry,AWN,Absent,Wet,Nitrogen,Strain284,D19,61,9.4,70.4,3,9,9,KR,,
Dry,ADC,Absent,Dry,Control,Strain285,D19,129,53.3,182.3,3,7.5,61,KR,,
Dry,ADC,Absent,Dry,Control,Strain286,D19,54,14,68,3,5.5,12,KR,1,
Dry,ADC,Absent,Dry,Control,Strain287,D19,120,42.5,162.5,5,7.5,25,KR,,
Dry,PWC,Present,Wet,Control,Strain288,D19,103,33,136,5,7,19,KR,,
Dry,PWC,Present,Wet,Control,Strain289,D19,98,51.3,149.3,4,8,17,KR,,
Dry,PWC,Present,Wet,Control,Strain290,D19,87,33.3,120.3,4,6,36,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain291,D19,64,26.1,90.1,5,7.5,29,KR,,
Dry,PWN,Present,Wet,Nitrogen,Strain292,D20,,,,,,,,,Germition failure
Dry,PWN,Present,Wet,Nitrogen,Strain293,D20,66,32.3,98.3,3,5,23,KR,,
Dry,AWC,Absent,Wet,Control,Strain294,D20,117,51.7,168.7,4,7.25,27,KR,,
Dry,AWC,Absent,Wet,Control,Strain295,D20,50,26.7,76.7,2,5,16,KR,,
Dry,AWC,Absent,Wet,Control,Strain296,D20,58,30.6,88.6,3,6.5,45,KR,,
