Gene,Replicon,Annotation,PWN_freq,PWN_prop,PWC_freq,PWC_prop
gntR,tIII,HTH-type transcriptional regulator GntR,35,1,36,1
aes,tIII,Acetyl esterase,35,1,36,1
gsiA_3,tIII,Glutathione import ATP-binding protein GsiA,35,1,36,1
gsiD_2,tIII,Glutathione transport system permease protein GsiD,35,1,36,1
gcvA_1,tIII,Glycine cleavage system transcriptional activator,35,1,36,1
yecS,tIII,L-cystine transport system permease protein YecS,35,1,36,1
amiF,tIII,Formamidase,35,1,36,1
atzB,tIII,Hydroxydechloroatrazine ethylaminohydrolase,35,1,36,1
glcR,tIII,HTH-type transcriptional repressor GlcR,35,1,36,1
sugA,tIII,Trehalose transport system permease protein SugA,35,1,36,1
group_202,tIII,putative oxidoreductase,35,1,36,1
pccB,tIII,Propionyl-CoA carboxylase beta chain,35,1,36,1
cpxR,tIII,Transcriptional regulatory protein CpxR,35,1,36,1
cnrB,tIII,Nickel and cobalt resistance protein CnrB,35,1,36,1
galR,tIII,HTH-type transcriptional regulator GalR,35,1,36,1
dasC_3,tIII,Diacetylchitobiose uptake system permease protein DasC,35,1,36,1
melC,tIII,Melibiose/raffinose/stachyose import permease protein MelC,35,1,36,1
pip_2,tIII,Proline iminopeptidase,35,1,36,1
group_210,tIII,putative flavin reductase,35,1,36,1
tauA,tIII,Taurine-binding periplasmic protein,35,1,36,1
eryB,tIII,D-erythritol 1-phosphate dehydrogenase,35,1,36,1
lacX,tIII,"Protein LacX, plasmid",35,1,36,1
uxuA,tIII,Mannonate dehydratase,35,1,36,1
degU,tIII,Transcriptional regulatory protein DegU,35,1,36,1
mshA_1,tIII,D-inositol 3-phosphate glycosyltransferase,35,1,36,1
npcC,tIII,"Hydroxyquinol 1,2-dioxygenase",35,1,36,1
livF,tIII,High-affinity branched-chain amino acid transport ATP-binding protein LivF,35,1,36,1
ssuA,tIII,Putative aliphatic sulfonates-binding protein,35,1,36,1
fhuB,tIII,Iron(3+)-hydroxamate import system permease protein FhuB,35,1,36,1
rutF,tIII,FMN reductase (NADH) RutF,35,1,36,1
ywrD,tIII,Glutathione hydrolase-like YwrD proenzyme,35,1,36,1
per,tIII,GDP-perosamine synthase,35,1,36,1
oppC_1,tIII,Oligopeptide transport system permease protein OppC,35,1,36,1
otnI,tIII,2-oxo-tetronate isomerase,35,1,36,1
ntaA_1,tIII,Nitrilotriacetate monooxygenase component A,35,1,36,1
ccpA_1,tIII,Catabolite control protein A,35,1,36,1
btuD_2,tIII,Vitamin B12 import ATP-binding protein BtuD,35,1,36,1
mpdB,tIII,"2-methyl-1,2-propanediol dehydrogenase",35,1,36,1
accC,tIII,Biotin carboxylase,35,1,36,1
lacF_1,tIII,Lactose transport system permease protein LacF,35,1,36,1
pxpA,tIII,5-oxoprolinase subunit A,35,1,36,1
glnQ_1,tIII,Glutamine transport ATP-binding protein GlnQ,35,1,36,1
yabJ,tIII,2-iminobutanoate/2-iminopropanoate deaminase,35,1,36,1
nagR,tIII,HTH-type transcriptional repressor NagR,35,1,36,1
araH_2,tIII,L-arabinose transport system permease protein AraH,35,1,36,1
bkdA1,tIII,2-oxoisovalerate dehydrogenase subunit alpha,35,1,36,1
fruK,tIII,Fructose import ATP-binding protein FruK,35,1,36,1
sugC,tIII,Trehalose import ATP-binding protein SugC,35,1,36,1
idnD,tIII,L-idonate 5-dehydrogenase (NAD(P)(+)),35,1,36,1
emrB,tIII,Colistin resistance protein EmrB,35,1,36,1
lacG,tIII,Lactose transport system permease protein LacG,35,1,36,1
hlyB,tIII,Alpha-hemolysin translocation ATP-binding protein HlyB,35,1,36,1
rhaR,tIII,HTH-type transcriptional activator RhaR,35,1,36,1
garR,tIII,2-hydroxy-3-oxopropionate reductase,35,1,36,1
glnM,tIII,putative glutamine ABC transporter permease protein GlnM,35,1,36,1
cysE,tIII,Serine acetyltransferase,35,1,36,1
msiK,tIII,Diacetylchitobiose uptake system ATP-binding protein MsiK,35,1,36,1
gsiC_3,tIII,Glutathione transport system permease protein GsiC,35,1,36,1
noc,tIII,Nucleoid occlusion protein,35,1,36,1
iolG_3,tIII,Myo-inositol 2-dehydrogenase,35,1,36,1
kce,tIII,3-keto-5-aminohexanoate cleavage enzyme,35,1,36,1
xynR,tIII,HTH-type transcriptional regulator XynR,35,1,36,1
fdtC,tIII,"dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase",35,1,36,1
potD,tIII,Spermidine/putrescine-binding periplasmic protein,35,1,36,1
cdhR,tIII,HTH-type transcriptional regulator CdhR,35,1,36,1
glnH_1,tIII,ABC transporter glutamine-binding protein GlnH,35,1,36,1
pcm,tIII,Protein-L-isoaspartate O-methyltransferase,35,1,36,1
aatA,tIII,Aspartate/prephenate aminotransferase,35,1,36,1
FCS1,tIII,Trans-feruloyl-CoA synthase FCS1,35,1,36,1
hpyO,tIII,FAD-dependent urate hydroxylase,35,1,36,1
bkdA2,tIII,2-oxoisovalerate dehydrogenase subunit beta,35,1,36,1
oppA,tIII,Periplasmic oligopeptide-binding protein,35,1,36,1
rutB_1,tIII,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,35,1,36,1
metI,tIII,D-methionine transport system permease protein MetI,35,1,36,1
frcA_1,tIII,Fructose import ATP-binding protein FrcA,35,1,36,1
group_529,tIII,Purine-binding protein,35,1,36,1
ssuC_2,tIII,Putative aliphatic sulfonates transport permease protein SsuC,35,1,36,1
lacE,tIII,Lactose-binding protein,35,1,36,1
tsaR,tIII,HTH-type transcriptional regulator TsaR,35,1,36,1
rapA2,tIII,Calcium-binding lectin RapA2,35,1,36,1
malK_1,tIII,Maltose/maltodextrin import ATP-binding protein MalK,35,1,36,1
bkdB,tIII,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex,35,1,36,1
tauB,tIII,Taurine import ATP-binding protein TauB,35,1,36,1
nrtC,tIII,Nitrate import ATP-binding protein NrtC,35,1,36,1
fsr,tIII,Fosmidomycin resistance protein,35,1,36,1
dapAL,tIII,putative DapA-like lyase,35,1,36,1
pglF,tIII,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,35,1,36,1
gsiB,tIII,Glutathione-binding protein GsiB,35,1,36,1
hipO,tIII,Hippurate hydrolase,35,1,36,1
oppF,tIII,Oligopeptide transport ATP-binding protein OppF,35,1,36,1
gmd,tIII,"GDP-mannose 4,6-dehydratase",35,1,36,1
citE,tIII,Citrate lyase subunit beta-like protein,35,1,36,1
decR,tIII,DNA-binding transcriptional activator DecR,35,1,36,1
lutR,tIII,HTH-type transcriptional regulator LutR,35,1,36,1
msmX_2,tIII,Oligosaccharides import ATP-binding protein MsmX,35,1,36,1
budC,tIII,"L-2,3-butanediol dehydrogenase",35,1,36,1
oppB,tIII,Oligopeptide transport system permease protein OppB,35,1,36,1
rbtD,tIII,Ribitol 2-dehydrogenase,35,1,36,1
nrtA,tIII,Nitrate/nitrite binding protein NrtA,35,1,36,1
occM_1,tIII,Octopine transport system permease protein OccM,35,1,36,1
cusC,tIII,Cation efflux system protein CusC,35,1,36,1
otsB,tIII,Trehalose-6-phosphate phosphatase,35,1,36,1
rpaR,tIII,HTH-type quorum sensing-dependent transcriptional regulator RpaR,35,1,36,1
glnH_2,tIII,Glutamine-binding periplasmic protein,35,1,36,1
rfuD,tIII,putative riboflavin import permease protein RfuD,35,1,36,1
pdxA2,tIII,D-threonate 4-phosphate dehydrogenase,35,1,36,1
melR,tIII,Melibiose operon regulatory protein,35,1,36,1
yheS,tIII,putative ABC transporter ATP-binding protein YheS,35,1,36,1
xylH,tIII,Xylose transport system permease protein XylH,35,1,36,1
mmuM,tIII,Homocysteine S-methyltransferase,35,1,36,1
sugB,tIII,Trehalose transport system permease protein SugB,35,1,36,1
glnP,tIII,putative glutamine ABC transporter permease protein GlnP,35,1,36,1
cydA,tIII,Cytochrome bd-I ubiquinol oxidase subunit 1,35,1,36,1
pepQ,tIII,Xaa-Pro dipeptidase,35,1,36,1
iolG_2,tIII,Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,35,1,36,1
lcdH,tIII,L-carnitine dehydrogenase,35,1,36,1
algU,tIII,RNA polymerase sigma-H factor,35,1,36,1
occP,tIII,Octopine permease ATP-binding protein P,35,1,36,1
acdA_1,tIII,Acyl-CoA dehydrogenase,35,1,36,1
laaA,tIII,L-amino acid amidase,35,1,36,1
otsA,tIII,Trehalose-6-phosphate synthase,35,1,36,1
xylB,tIII,Xylulose kinase,35,1,36,1
bhbA,tIII,Methylmalonyl-CoA mutase,35,1,36,1
glpR,tIII,Glycerol-3-phosphate regulon repressor,35,1,36,1
mch,tIII,Mesaconyl-CoA hydratase,35,1,36,1
yofA,tIII,HTH-type transcriptional regulator YofA,35,1,36,1
idhA,tIII,Inositol 2-dehydrogenase,35,1,36,1
dppA_1,tIII,Periplasmic dipeptide transport protein,35,1,36,1
lptB,tIII,Lipopolysaccharide export system ATP-binding protein LptB,35,1,36,1
tgnC,tIII,(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase,35,1,36,1
besA,tIII,Ferri-bacillibactin esterase BesA,35,1,36,1
davD,tIII,Glutarate-semialdehyde dehydrogenase,35,1,36,1
appB,tIII,Cytochrome bd-II ubiquinol oxidase subunit 2,35,1,36,1
dmoA_2,tIII,Dimethyl-sulfide monooxygenase,35,1,36,1
xylF,tIII,D-xylose-binding periplasmic protein,35,1,36,1
msrA3,tIII,Peptide methionine sulfoxide reductase MsrA 3,35,1,36,1
aspC,tIII,Aspartate aminotransferase,35,1,36,1
mdtC,tIII,Multidrug resistance protein MdtC,35,1,36,1
cmpB,tIII,Bicarbonate transport system permease protein CmpB,35,1,36,1
livH,tIII,High-affinity branched-chain amino acid transport system permease protein LivH,35,1,36,1
ydfG,tIII,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,35,1,36,1
pxpC,tIII,5-oxoprolinase subunit C,35,1,36,1
rfuC_1,tIII,putative riboflavin import permease protein RfuC,35,1,36,1
artJ,tIII,ABC transporter arginine-binding protein 1,35,1,36,1
ligK,tIII,4-carboxy-4-hydroxy-2-oxoadipate aldolase,35,1,36,1
ngcG_2,tIII,Diacetylchitobiose uptake system permease protein NgcG,35,1,36,1
iolE,tIII,Inosose dehydratase,35,1,36,1
tgnB,tIII,"Flavin-dependent trigonelline monooxygenase, oxygenase component",35,1,36,1
group_644,tIII,putative methylxanthine N7-demethylase NdmC,35,1,36,1
melD_2,tIII,Melibiose/raffinose/stachyose import permease protein MelD,35,1,36,1
phoB,tIII,Phosphate regulon transcriptional regulatory protein PhoB,35,1,36,1
wecG,tIII,UDP-N-acetyl-D-mannosaminuronic acid transferase,35,1,36,1
fhuC,tIII,Iron(3+)-hydroxamate import ATP-binding protein FhuC,35,1,36,1
rhaS,tIII,HTH-type transcriptional activator RhaS,35,1,36,1
potA,tIII,Spermidine/putrescine import ATP-binding protein PotA,35,1,36,1
ltxD,tIII,Leukotoxin export protein LtxD,35,1,36,1
mctP,tIII,Monocarboxylate transport permease protein,35,1,36,1
adh1,tIII,Long-chain-alcohol dehydrogenase 1,35,1,36,1
group_665,tIII,Cyanuric acid amidohydrolase,35,1,36,1
fdhA,tIII,Glutathione-independent formaldehyde dehydrogenase,35,1,36,1
lsrD,tIII,Autoinducer 2 import system permease protein LsrD,35,1,36,1
cbpA,tIII,Curved DNA-binding protein,35,1,36,1
suhB,tIII,Inositol-1-monophosphatase,35,1,36,1
group_674,tIII,8-oxoguanine deaminase,35,1,36,1
bcsA,tIII,Cellulose synthase catalytic subunit [UDP-forming],35,1,36,1
tgnD,tIII,(E)-2-((N-methylformamido)methylene)succinate hydrolase,35,1,36,1
gpuA,tIII,Guanidinopropionase,35,1,36,1
atzF,tIII,Allophanate hydrolase,35,1,36,1
hisJ,tIII,Histidine-binding periplasmic protein,35,1,36,1
wbgU,tIII,UDP-N-acetylglucosamine 4-epimerase,35,1,36,1
tfdB,tIII,"2,4-dichlorophenol 6-monooxygenase",35,1,36,1
yagE,tIII,Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE,35,1,36,1
soxC_2,tIII,Dibenzothiophene desulfurization enzyme C,35,1,36,1
uspF,tIII,Universal stress protein F,35,1,36,1
LhpG,tIII,Alpha-ketoglutaric semialdehyde dehydrogenase 3,35,1,36,1
doeB,tIII,"N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase",35,1,36,1
pgrR,tIII,HTH-type transcriptional regulator PgrR,35,1,36,1
yphF,tIII,ABC transporter periplasmic-binding protein YphF,35,1,36,1
nylA,tIII,6-aminohexanoate-cyclic-dimer hydrolase,35,1,36,1
lpdV,tIII,Dihydrolipoyl dehydrogenase,35,1,36,1
hisQ,tIII,Histidine transport system permease protein HisQ,35,1,36,1
gno,tIII,Gluconate 5-dehydrogenase,35,1,36,1
atzC,tIII,N-isopropylammelide isopropyl amidohydrolase,35,1,36,1
gumD,tIII,UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase,35,1,36,1
thlA,tIII,Acetyl-CoA acetyltransferase,35,1,36,1
moxC,tIII,Putative monooxygenase MoxC,35,1,36,1
nsaD,tIII,2-hydroxychromene-2-carboxylate isomerase,35,1,36,1
metQ,tIII,D-methionine-binding lipoprotein MetQ,35,1,36,1
cydX,tIII,Cytochrome bd ubiquinol oxidase subunit X,35,1,36,1
cydD,tIII,ATP-binding/permease protein CydD,35,1,36,1
ghrB,tIII,Glyoxylate/hydroxypyruvate reductase B,35,1,36,1
cysQ,tIII,"3'(2'),5'-bisphosphate nucleotidase CysQ",35,1,36,1
afr,tIII,"1,5-anhydro-D-fructose reductase",35,1,36,1
oxyR,tIII,Hydrogen peroxide-inducible genes activator,35,1,36,1
fabG,tIII,3-oxoacyl-[acyl-carrier-protein] reductase FabG,35,1,36,1
yghU,tIII,Disulfide-bond oxidoreductase YghU,35,1,36,1
mshA_2,tIII,D-inositol-3-phosphate glycosyltransferase,31,0.885714286,31,0.861111111
fucU,tIII,L-fucose mutarotase,30,0.857142857,34,0.944444444
emrA,tIII,Colistin resistance protein EmrA,30,0.857142857,36,1
group_287,tIII,"Formate dehydrogenase, mitochondrial",30,0.857142857,34,0.944444444
iolB,tIII,5-deoxy-glucuronate isomerase,30,0.857142857,34,0.944444444
gntK,tIII,Gluconokinase,30,0.857142857,31,0.861111111
fhuA,tIII,Ferrichrome outer membrane transporter/phage receptor,25,0.714285714,21,0.583333333
atsK,tIII,Alpha-ketoglutarate-dependent sulfate ester dioxygenase,25,0.714285714,25,0.694444444
group_84,tIII,putative ABC transporter ATP-binding/permease protein,24,0.685714286,22,0.611111111
ppaT,tIII,Pyridoxamine--pyruvate transaminase,23,0.657142857,36,1
group_239,tIII,putative protein,21,0.6,27,0.75
vioA,tIII,"dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",21,0.6,27,0.75
wzxE,tIII,Lipid III flippase,21,0.6,18,0.5
fitB,tIII,Toxin FitB,20,0.571428571,20,0.555555556
accB,tIII,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,15,0.428571429,16,0.444444444
perB,tIII,GDP-perosamine N-acetyltransferase,14,0.4,9,0.25
aptA,tIII,Apulose-4-phosphate transketolase subunit A,14,0.4,9,0.25
aptB,tIII,Apulose-4-phosphate transketolase subunit B,14,0.4,9,0.25
lcfB,tIII,Long-chain-fatty-acid--CoA ligase,14,0.4,9,0.25
fabZ,tIII,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,14,0.4,9,0.25
iolC,tIII,5-dehydro-2-deoxygluconokinase,14,0.4,18,0.5
iolD,tIII,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase",14,0.4,18,0.5
parE1,tIII,Toxin ParE1,10,0.285714286,10,0.277777778
parD1,tIII,Antitoxin ParD1,10,0.285714286,10,0.277777778
clcB,tIII,Voltage-gated ClC-type chloride channel ClcB,10,0.285714286,20,0.555555556
higB,tIII,Endoribonuclease HigB,8,0.228571429,5,0.138888889
higA,tIII,Antitoxin HigA,8,0.228571429,5,0.138888889
group_418,tIII,Antitoxin VapB32,7,0.2,11,0.305555556
benM,tIII,HTH-type transcriptional regulator BenM,5,0.142857143,2,0.055555556
hdfR,tIII,HTH-type transcriptional regulator HdfR,5,0.142857143,2,0.055555556
group_340,tIII,IS3 family transposase ISRle4,5,0.142857143,2,0.055555556
traG,tIII,Conjugal transfer protein TraG,5,0.142857143,2,0.055555556
recD2,tIII,ATP-dependent RecD-like DNA helicase,5,0.142857143,2,0.055555556
group_347,tIII,IS110 family transposase ISAzs4,5,0.142857143,2,0.055555556
hin,tIII,DNA-invertase hin,5,0.142857143,2,0.055555556
group_349,tIII,IS256 family transposase ISPebe1,5,0.142857143,2,0.055555556
group_350,tIII,Tn3 family transposase ISMex38,5,0.142857143,2,0.055555556
corA,tIII,Cobalt/magnesium transport protein CorA,5,0.142857143,2,0.055555556
group_359,tIII,IS66 family transposase ISPre3,5,0.142857143,2,0.055555556
hcaB,tIII,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,5,0.142857143,2,0.055555556
nimR,tIII,HTH-type transcriptional regulator NimR,5,0.142857143,2,0.055555556
treS,tIII,Trehalose synthase/amylase TreS,5,0.142857143,2,0.055555556
aacC1,tIII,Gentamicin 3-N-acetyltransferase,5,0.142857143,2,0.055555556
group_371,tIII,Transcriptional activator NphR,5,0.142857143,2,0.055555556
group_377,tIII,Multifunctional alkaline phosphatase superfamily protein,5,0.142857143,2,0.055555556
group_395,tIII,L-lactate transporter,5,0.142857143,2,0.055555556
htpG,tIII,Chaperone protein HtpG,5,0.142857143,2,0.055555556
group_413,tIII,Type IV secretion system protein VirB11,5,0.142857143,2,0.055555556
anoI,tIII,Acyl-homoserine-lactone synthase,5,0.142857143,2,0.055555556
group_443,tIII,Thermoresistant gluconokinase,5,0.142857143,3,0.083333333
group_260,tIII,Ribonuclease VapC32,4,0.114285714,1,0.027777778
group_321,tIII,IS66 family transposase IS66,3,0.085714286,7,0.194444444
group_428,tIII,IS30 family transposase ISRle2,2,0.057142857,4,0.111111111
pntB,tIII,NAD(P) transhydrogenase subunit beta,1,0.028571429,4,0.111111111
pntA,tIII,NAD(P) transhydrogenase subunit alpha,1,0.028571429,4,0.111111111
rutC,tIII,Putative aminoacrylate peracid reductase RutC,1,0.028571429,4,0.111111111
naiP,tIII,Putative niacin/nicotinamide transporter NaiP,1,0.028571429,4,0.111111111
hprA,tIII,Glycerate dehydrogenase,1,0.028571429,4,0.111111111
pcpR,tIII,PCP degradation transcriptional activation protein,1,0.028571429,4,0.111111111
dppC,tIII,Dipeptide transport system permease protein DppC,1,0.028571429,3,0.083333333
group_1,tIV,IS6 family transposase ISRH1,38,1,39,1
ccoP,tIV,Cbb3-type cytochrome c oxidase subunit CcoP,38,1,39,1
yieH,tIV,6-phosphogluconate phosphatase,38,1,39,1
arnB,tIV,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,38,1,39,1
iolG,tIV,Myo-inositol 2-dehydrogenase,38,1,39,1
nagR,tIV,HTH-type transcriptional repressor NagR,38,1,39,1
ophA1,tIV,Phthalate dioxygenase reductase,38,1,22,0.564102564
nodF,tIV,Nodulation protein F,38,1,39,1
nodD2_2,tIV,Nodulation protein D 2,38,1,39,1
group_144,tIV,Peptidoglycan-N-acetylglucosamine deacetylase,38,1,39,1
fer1,tIV,Ferredoxin-1,38,1,39,1
fixX,tIV,Ferredoxin-like protein FixX,38,1,39,1
gabR,tIV,HTH-type transcriptional regulatory protein GabR,38,1,39,1
group_1621,tIV,putative enoyl-CoA hydratase 1,38,1,39,1
maa,tIV,Maltose O-acetyltransferase,38,1,39,1
sugA,tIV,Trehalose transport system permease protein SugA,38,1,39,1
mdeA,tIV,L-methionine gamma-lyase,38,1,39,1
dasC,tIV,Diacetylchitobiose uptake system permease protein DasC,38,1,39,1
nifH_3,tIV,Nitrogenase iron protein,38,1,39,1
nanK_2,tIV,N-acetylmannosamine kinase,38,1,39,1
nifD_1,tIV,Nitrogenase molybdenum-iron protein alpha chain,38,1,39,1
yadH,tIV,Inner membrane transport permease YadH,38,1,39,1
fixN,tIV,"Cytochrome c oxidase subunit 1 , bacteroid",38,1,39,1
sugC,tIV,Trehalose import ATP-binding protein SugC,38,1,39,1
potA,tIV,Spermidine/putrescine import ATP-binding protein PotA,38,1,39,1
icd,tIV,Isocitrate dehydrogenase [NADP],38,1,39,1
gspK,tIV,Glucosamine kinase GspK,38,1,39,1
fabF,tIV,3-oxoacyl-[acyl-carrier-protein] synthase 2,38,1,39,1
nodA,tIV,Nodulation protein A,38,1,39,1
arnC,tIV,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,38,1,39,1
carE,tIV,Caffeyl-CoA reductase-Etf complex subunit CarE,38,1,39,1
carD,tIV,Caffeyl-CoA reductase-Etf complex subunit CarD,38,1,39,1
nifK_1,tIV,Nitrogenase molybdenum-iron protein beta chain,38,1,39,1
copA,tIV,putative copper-importing P-type ATPase A,38,1,39,1
fixK,tIV,Nitrogen fixation regulation protein FixK,38,1,39,1
virB4,tIV,Type IV secretion system protein virB4,38,1,39,1
btuD,tIV,Vitamin B12 import ATP-binding protein BtuD,35,0.921052632,35,0.897435897
nifB,tIV,FeMo cofactor biosynthesis protein NifB,35,0.921052632,35,0.897435897
nifA,tIV,Nif-specific regulatory protein,35,0.921052632,19,0.487179487
livH,tIV,High-affinity branched-chain amino acid transport system permease protein LivH,35,0.921052632,35,0.897435897
livF,tIV,High-affinity branched-chain amino acid transport ATP-binding protein LivF,35,0.921052632,35,0.897435897
sfnC,tIV,putative FMNH2-dependent monooxygenase SfnC,35,0.921052632,35,0.897435897
sfnG,tIV,FMNH(2)-dependent dimethylsulfone monooxygenase,35,0.921052632,35,0.897435897
tam,tIV,Trans-aconitate 2-methyltransferase,35,0.921052632,35,0.897435897
sfnF,tIV,NADH-dependent FMN reductase SfnF,33,0.868421053,34,0.871794872
folE,tIV,GTP cyclohydrolase 1,32,0.842105263,35,0.897435897
purA,tIV,Adenylosuccinate synthetase,32,0.842105263,35,0.897435897
purB,tIV,Adenylosuccinate lyase,32,0.842105263,35,0.897435897
queE,tIV,7-carboxy-7-deazaguanine synthase,32,0.842105263,35,0.897435897
IMPDH,tIV,Inosine-5'-monophosphate dehydrogenase,32,0.842105263,35,0.897435897
queC,tIV,7-cyano-7-deazaguanine synthase,32,0.842105263,35,0.897435897
gph,tIV,Phosphoglycolate phosphatase,32,0.842105263,35,0.897435897
gpt,tIV,Xanthine phosphoribosyltransferase,32,0.842105263,35,0.897435897
dnaC,tIV,Replicative DNA helicase,32,0.842105263,35,0.897435897
mglB,tIV,D-galactose-binding periplasmic protein,32,0.842105263,35,0.897435897
ftsH_2,tIV,ATP-dependent zinc metalloprotease FtsH,32,0.842105263,29,0.743589744
penM,tIV,Pentalenolactone synthase,32,0.842105263,35,0.897435897
rutB,tIV,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,29,0.763157895,31,0.794871795
lasI,tIV,Acyl-homoserine-lactone synthase,29,0.763157895,31,0.794871795
noc_1,tIV,Nucleoid occlusion protein,29,0.763157895,31,0.794871795
